"Nome Parlamentar","Partido","UF","Titular/Suplente/Efetivado","Endereço","Anexo","Endereço (continuação)","Gabinete","Endereço (complemento)","Telefone","Fax","Mês Aniversário","Dia Aniversário","Correio Eletrônico","Nome sem Acento","Tratamento","Nome Civil"
"MARLON SANTOS","PDT","RS","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",760,"Brasília - DF - CEP 70160-900","3215-5760","3215-2760","09","25","dep.marlonsantos@camara.leg.br","MARLON SANTOS","Exmo. Senhor Deputado","MARLON ARATOR SANTOS DA ROSA"
"MARRECA FILHO","PATRIOTA","MA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",537,"Brasília - DF - CEP 70160-900","3215-5537","3215-2537","04","25","dep.marrecafilho@camara.leg.br","MARRECA FILHO","Exmo. Senhor Deputado","ANTONIO DA CRUZ FILGUEIRA NETO"
"MARX BELTRÃO","PSD","AL","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",722,"Brasília - DF - CEP 70160-900","3215-5722","3215-2722","11","28","dep.marxbeltrao@camara.leg.br","MARX BELTRAO","Exmo. Senhor Deputado","MARX BELTRÃO LIMA SIQUEIRA"
"MAURÍCIO DZIEDRICKI","PTB","RS","T","Câmara dos Deputados, Edifício Anexo","3",", gabinete nº",576,"Brasília - DF - CEP 70160-900","3215-5576","3215-2576","07","26","dep.mauriciodziedricki@camara.leg.br","MAURICIO DZIEDRICKI","Exmo. Senhor Deputado","MAURÍCIO ALEXANDRE DZIEDRICKI"
"MAURO BENEVIDES FILHO","PDT","CE","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",731,"Brasília - DF - CEP 70160-900","3215-5731","3215-2731","03","09","dep.maurobenevidesfilho@camara.leg.br","MAURO BENEVIDES FILHO","Exmo. Senhor Deputado","CARLOS MAURO BENEVIDES FILHO"
"MAURO LOPES","MDB","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",844,"Brasília - DF - CEP 70160-900","3215-5844","3215-2844","05","24","dep.maurolopes@camara.leg.br","MAURO LOPES","Exmo. Senhor Deputado","MAURO RIBEIRO LOPES"
"MAURO NAZIF","PSB","RO","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",818,"Brasília - DF - CEP 70160-900","3215-5818","3215-2818","01","30","dep.mauronazif@camara.leg.br","MAURO NAZIF","Exmo. Senhor Deputado","MAURO NAZIF RASUL"
"MERLONG SOLANO","PT","PI","S","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",202,"Brasília - DF - CEP 70160-900","3215-5202","3215-2202","09","17","dep.merlongsolano@camara.leg.br","MERLONG SOLANO","Exmo. Senhor Deputado","MERLONG SOLANO NOGUEIRA"
"MIGUEL HADDAD","PSDB","SP","S","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",712,"Brasília - DF - CEP 70160-900","3215-5712","3215-2712","10","15","dep.miguelhaddad@camara.leg.br","MIGUEL HADDAD","Exmo. Senhor Deputado","MIGUEL MOUBADDA HADDAD"
"MIGUEL LOMBARDI","PL","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",835,"Brasília - DF - CEP 70160-900","3215-5835","3215-2835","01","29","dep.miguellombardi@camara.leg.br","MIGUEL LOMBARDI","Exmo. Senhor Deputado","MIGUEL LOMBARDI"
"MILTON VIEIRA","REPUBLICANOS","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",344,"Brasília - DF - CEP 70160-900","3215-5344","3215-2344","09","16","dep.miltonvieira@camara.leg.br","MILTON VIEIRA","Exmo. Senhor Deputado","MILTON VIEIRA PINTO"
"MISAEL VARELLA","PSD","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",721,"Brasília - DF - CEP 70160-900","3215-5721","3215-2721","11","27","dep.misaelvarella@camara.leg.br","MISAEL VARELLA","Exmo. Senhor Deputado","MISAEL ARTUR FERREIRA VARELLA"
"NATÁLIA BONAVIDES","PT","RN","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",748,"Brasília - DF - CEP 70160-900","3215-5748","3215-2748","06","15","dep.nataliabonavides@camara.leg.br","NATALIA BONAVIDES","Exma. Senhora Deputada","NATÁLIA BASTOS BONAVIDES"
"NELSON BARBUDO","PSL","MT","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",635,"Brasília - DF - CEP 70160-900","3215-5635","3215-2635","02","14","dep.nelsonbarbudo@camara.leg.br","NELSON BARBUDO","Exmo. Senhor Deputado","NELSON NED PREVIDENTE"
"NELSON PELLEGRINO","PT","BA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",826,"Brasília - DF - CEP 70160-900","3215-5826","3215-2826","12","27","dep.nelsonpellegrino@camara.leg.br","NELSON PELLEGRINO","Exmo. Senhor Deputado","NELSON VICENTE PORTELA PELLEGRINO"
"NEREU CRISPIM","PSL","RS","T","Câmara dos Deputados, Edifício Anexo","3",", gabinete nº",483,"Brasília - DF - CEP 70160-900","3215-5483","3215-2483","07","21","dep.nereucrispim@camara.leg.br","NEREU CRISPIM","Exmo. Senhor Deputado","NEREU CRISPIM"
"NERI GELLER","PP","MT","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",658,"Brasília - DF - CEP 70160-900","3215-5658","3215-2658","11","07","dep.nerigeller@camara.leg.br","NERI GELLER","Exmo. Senhor Deputado","NERI GELLER"
"NEWTON CARDOSO JR","MDB","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",932,"Brasília - DF - CEP 70160-900","3215-5932","3215-2932","11","11","dep.newtoncardosojr@camara.leg.br","NEWTON CARDOSO JR","Exmo. Senhor Deputado","NEWTON CARDOSO JUNIOR"
"NICOLETTI","PSL","RR","T","Câmara dos Deputados, Edifício Anexo","3",", gabinete nº",287,"Brasília - DF - CEP 70160-900","3215-5287","3215-2287","07","21","dep.nicoletti@camara.leg.br","NICOLETTI","Exmo. Senhor Deputado","ANTONIO CARLOS NICOLETTI"
"NILSON PINTO","PSDB","PA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",527,"Brasília - DF - CEP 70160-900","3215-5527","3215-2527","03","25","dep.nilsonpinto@camara.leg.br","NILSON PINTO","Exmo. Senhor Deputado","NILSON PINTO DE OLIVEIRA"
"NILTO TATTO","PT","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",502,"Brasília - DF - CEP 70160-900","3215-5502","3215-2502","07","31","dep.niltotatto@camara.leg.br","NILTO TATTO","Exmo. Senhor Deputado","NILTO IGNACIO TATTO"
"NIVALDO ALBUQUERQUE","PTB","AL","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",425,"Brasília - DF - CEP 70160-900","3215-5425","3215-2425","01","07","dep.nivaldoalbuquerque@camara.leg.br","NIVALDO ALBUQUERQUE","Exmo. Senhor Deputado","NIVALDO FERREIRA DE ALBUQUERQUE NETO"
"NORMA AYUB","DEM","ES","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",732,"Brasília - DF - CEP 70160-900","3215-5732","3215-2732","09","07","dep.normaayub@camara.leg.br","NORMA AYUB","Exma. Senhora Deputada","NORMA AYUB ALVES"
"ODAIR CUNHA","PT","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",556,"Brasília - DF - CEP 70160-900","3215-5556","3215-2556","06","18","dep.odaircunha@camara.leg.br","ODAIR CUNHA","Exmo. Senhor Deputado","ODAIR JOSÉ DA CUNHA"
"OLIVAL MARQUES","DEM","PA","T","Câmara dos Deputados, Edifício Anexo","3",", gabinete nº",382,"Brasília - DF - CEP 70160-900","3215-5382","3215-2382","01","09","dep.olivalmarques@camara.leg.br","OLIVAL MARQUES","Exmo. Senhor Deputado","OLIVAL HENRIQUE MARQUES DE SOUZA"
"ORLANDO SILVA","PCdoB","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",923,"Brasília - DF - CEP 70160-900","3215-5923","3215-2923","05","27","dep.orlandosilva@camara.leg.br","ORLANDO SILVA","Exmo. Senhor Deputado","ORLANDO SILVA DE JESUS JUNIOR"
"OSIRES DAMASO","PSC","TO","T","Câmara dos Deputados, Edifício Anexo","3",", gabinete nº",474,"Brasília - DF - CEP 70160-900","3215-5474","3215-2474","04","16","dep.osiresdamaso@camara.leg.br","OSIRES DAMASO","Exmo. Senhor Deputado","OSIRES RODRIGUES DAMASO"
"OSSESIO SILVA","REPUBLICANOS","PE","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",328,"Brasília - DF - CEP 70160-900","3215-5328","3215-2328","12","09","dep.ossesiosilva@camara.leg.br","OSSESIO SILVA","Exmo. Senhor Deputado","OSSESIO JOSE DA SILVA"
"OTACI NASCIMENTO","SOLIDARIEDADE","RR","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",521,"Brasília - DF - CEP 70160-900","3215-5521","3215-2521","08","18","dep.otacinascimento@camara.leg.br","OTACI NASCIMENTO","Exmo. Senhor Deputado","JOSE OTACI BARROSO DO NASCIMENTO"
"OTONI DE PAULA","PSC","RJ","T","Câmara dos Deputados, Edifício Anexo","3",", gabinete nº",484,"Brasília - DF - CEP 70160-900","3215-5484","3215-2484","11","22","dep.otonidepaula@camara.leg.br","OTONI DE PAULA","Exmo. Senhor Deputado","OTONI MOURA DE PAULO JUNIOR"
"OTTO ALENCAR FILHO","PSD","BA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",444,"Brasília - DF - CEP 70160-900","3215-5444","3215-2444","07","07","dep.ottoalencarfilho@camara.leg.br","OTTO ALENCAR FILHO","Exmo. Senhor Deputado","OTTO ROBERTO MENDONÇA DE ALENCAR FILHO"
"PADRE JOÃO","PT","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",743,"Brasília - DF - CEP 70160-900","3215-5743","3215-2743","02","28","dep.padrejoao@camara.leg.br","PADRE JOAO","Exmo. Senhor Deputado","JOÃO CARLOS SIQUEIRA"
"PASTOR EURICO","PATRIOTA","PE","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",906,"Brasília - DF - CEP 70160-900","3215-5906","3215-2906","09","12","dep.pastoreurico@camara.leg.br","PASTOR EURICO","Exmo. Senhor Deputado","FRANCISCO EURICO DA SILVA"
"PASTOR SARGENTO ISIDÓRIO","AVANTE","BA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",817,"Brasília - DF - CEP 70160-900","3215-5817","3215-2817","07","28","dep.pastorsargentoisidorio@camara.leg.br","PASTOR SARGENTO ISIDORIO","Exmo. Senhor Deputado","MANOEL ISIDORIO DE SANTANA JUNIOR"
"PATRUS ANANIAS","PT","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",720,"Brasília - DF - CEP 70160-900","3215-5720","3215-2720","01","26","dep.patrusananias@camara.leg.br","PATRUS ANANIAS","Exmo. Senhor Deputado","PATRUS ANANIAS DE SOUSA"
"PAULA BELMONTE","CIDADANIA","DF","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",440,"Brasília - DF - CEP 70160-900","3215-5440","3215-2440","06","23","dep.paulabelmonte@camara.leg.br","PAULA BELMONTE","Exma. Senhora Deputada","PAULA MORENO PARO BELMONTE"
"PAULÃO","PT","AL","T","Câmara dos Deputados, Edifício Anexo","3",", gabinete nº",366,"Brasília - DF - CEP 70160-900","3215-5366","3215-2366","09","15","dep.paulao@camara.leg.br","PAULAO","Exmo. Senhor Deputado","PAULO FERNANDO DOS SANTOS"
"PAULO ABI-ACKEL","PSDB","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",718,"Brasília - DF - CEP 70160-900","3215-5718","3215-2718","06","21","dep.pauloabiackel@camara.leg.br","PAULO ABI-ACKEL","Exmo. Senhor Deputado","PAULO ABI-ACKEL"
"PAULO AZI","DEM","BA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",422,"Brasília - DF - CEP 70160-900","3215-5422","3215-2422","01","14","dep.pauloazi@camara.leg.br","PAULO AZI","Exmo. Senhor Deputado","PAULO VELLOSO DANTAS AZI"
"PAULO BENGTSON","PTB","PA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",505,"Brasília - DF - CEP 70160-900","3215-5505","3215-2505","01","06","dep.paulobengtson@camara.leg.br","PAULO BENGTSON","Exmo. Senhor Deputado","PAULO EDUARDO MAESTRI BENGTSON"
"PAULO EDUARDO MARTINS","PSC","PR","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",233,"Brasília - DF - CEP 70160-900","3215-5233","3215-2233","04","20","dep.pauloeduardomartins@camara.leg.br","PAULO EDUARDO MARTINS","Exmo. Senhor Deputado","PAULO EDUARDO LIMA MARTINS"
"PAULO FREIRE COSTA","PL","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",416,"Brasília - DF - CEP 70160-900","3215-5416","3215-2416","02","14","dep.paulofreirecosta@camara.leg.br","PAULO FREIRE COSTA","Exmo. Senhor Deputado","PAULO ROBERTO FREIRE DA COSTA"
"PAULO GANIME","NOVO","RJ","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",230,"Brasília - DF - CEP 70160-900","3215-5230","3215-2230","04","19","dep.pauloganime@camara.leg.br","PAULO GANIME","Exmo. Senhor Deputado","PAULO GUSTAVO GANIME ALVES TEIXEIRA"
"PAULO GUEDES","PT","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",833,"Brasília - DF - CEP 70160-900","3215-5833","3215-2833","10","01","dep.pauloguedes@camara.leg.br","PAULO GUEDES","Exmo. Senhor Deputado","PAULO JOSE CARLOS GUEDES"
"PAULO PEREIRA DA SILVA","SOLIDARIEDADE","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",217,"Brasília - DF - CEP 70160-900","3215-5217","3215-2217","02","24","dep.paulopereiradasilva@camara.leg.br","PAULO PEREIRA DA SILVA","Exmo. Senhor Deputado","PAULO PEREIRA DA SILVA"
"PAULO PIMENTA","PT","RS","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",552,"Brasília - DF - CEP 70160-900","3215-5552","3215-2552","03","19","dep.paulopimenta@camara.leg.br","PAULO PIMENTA","Exmo. Senhor Deputado","PAULO ROBERTO SEVERO PIMENTA"
"PAULO RAMOS","PDT","RJ","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",804,"Brasília - DF - CEP 70160-900","3215-5804","3215-2804","10","18","dep.pauloramos@camara.leg.br","PAULO RAMOS","Exmo. Senhor Deputado","Paulo Sérgio Ramos Barboza"
"PAULO TEIXEIRA","PT","SP","T","Câmara dos Deputados, Edifício Anexo","3",", gabinete nº",281,"Brasília - DF - CEP 70160-900","3215-5281","3215-2281","05","06","dep.pauloteixeira@camara.leg.br","PAULO TEIXEIRA","Exmo. Senhor Deputado","LUIZ PAULO TEIXEIRA FERREIRA"
"PEDRO AUGUSTO BEZERRA","PTB","CE","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",413,"Brasília - DF - CEP 70160-900","3215-5413","3215-2413","10","11","dep.pedroaugustobezerra@camara.leg.br","PEDRO AUGUSTO BEZERRA","Exmo. Senhor Deputado","PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES"
"PEDRO CUNHA LIMA","PSDB","PB","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",810,"Brasília - DF - CEP 70160-900","3215-5810","3215-2810","08","15","dep.pedrocunhalima@camara.leg.br","PEDRO CUNHA LIMA","Exmo. Senhor Deputado","PEDRO OLIVEIRA CUNHA LIMA"
"PEDRO LUCAS FERNANDES ","PTB","MA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",814,"Brasília - DF - CEP 70160-900","3215-5814","3215-2814","11","01","dep.pedrolucasfernandes@camara.leg.br","PEDRO LUCAS FERNANDES ","Exmo. Senhor Deputado","PEDRO LUCAS ANDRADE FERNANDES RIBEIRO"
"PEDRO LUPION","DEM","PR","T","Câmara dos Deputados, Edifício Anexo","3",", gabinete nº",375,"Brasília - DF - CEP 70160-900","3215-5375","3215-2375","06","04","dep.pedrolupion@camara.leg.br","PEDRO LUPION","Exmo. Senhor Deputado","PEDRO DEBONI LUPION MELLO"
"PEDRO PAULO","DEM","RJ","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",727,"Brasília - DF - CEP 70160-900","3215-5727","3215-2727","06","29","dep.pedropaulo@camara.leg.br","PEDRO PAULO","Exmo. Senhor Deputado","PEDRO PAULO CARVALHO TEIXEIRA"
"PEDRO UCZAI","PT","SC","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",229,"Brasília - DF - CEP 70160-900","3215-5229","3215-2229","03","10","dep.pedrouczai@camara.leg.br","PEDRO UCZAI","Exmo. Senhor Deputado","PEDRO FRANCISCO UCZAI"
"PEDRO WESTPHALEN","PP","RS","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",526,"Brasília - DF - CEP 70160-900","3215-5526","3215-2526","12","19","dep.pedrowestphalen@camara.leg.br","PEDRO WESTPHALEN","Exmo. Senhor Deputado","PEDRO BANDARRA WESTPHALEN"
"PERPÉTUA ALMEIDA","PCdoB","AC","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",310,"Brasília - DF - CEP 70160-900","3215-5310","3215-2310","12","28","dep.perpetuaalmeida@camara.leg.br","PERPETUA ALMEIDA","Exma. Senhora Deputada","MARIA PERPÉTUA DE ALMEIDA"
"PINHEIRINHO","PP","MG","T","Câmara dos Deputados, Edifício Anexo","3",", gabinete nº",584,"Brasília - DF - CEP 70160-900","3215-5584","3215-2584","05","30","dep.pinheirinho@camara.leg.br","PINHEIRINHO","Exmo. Senhor Deputado","ANTÔNIO PINHEIRO NETO"
"POLICIAL KATIA SASTRE","PL","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",428,"Brasília - DF - CEP 70160-900","3215-5428","3215-2428","04","04","dep.policialkatiasastre@camara.leg.br","POLICIAL KATIA SASTRE","Exma. Senhora Deputada","KATIA DA SILVA SASTRE"
"POMPEO DE MATTOS","PDT","RS","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",704,"Brasília - DF - CEP 70160-900","3215-5704","3215-2704","07","12","dep.pompeodemattos@camara.leg.br","POMPEO DE MATTOS","Exmo. Senhor Deputado","DARCI POMPEO DE MATTOS"
"PR. MARCO FELICIANO","PODE","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",254,"Brasília - DF - CEP 70160-900","3215-5254","3215-2254","10","12","dep.pr.marcofeliciano@camara.leg.br","PR. MARCO FELICIANO","Exmo. Senhor Deputado","MARCO ANTÔNIO FELICIANO"
"PROFESSOR ALCIDES","PP","GO","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",441,"Brasília - DF - CEP 70160-900","3215-5441","3215-2441","10","25","dep.professoralcides@camara.leg.br","PROFESSOR ALCIDES","Exmo. Senhor Deputado","ALCIDES RIBEIRO FILHO"
"PROFESSOR ISRAEL BATISTA","PV","DF","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",854,"Brasília - DF - CEP 70160-900","3215-5854","3215-2854","05","02","dep.professorisraelbatista@camara.leg.br","PROFESSOR ISRAEL BATISTA","Exmo. Senhor Deputado","ISRAEL MATOS BATISTA"
"PROFESSOR JOZIEL","PSL","RJ","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",929,"Brasília - DF - CEP 70160-900","3215-5929","3215-2929","04","22","dep.professorjoziel@camara.leg.br","PROFESSOR JOZIEL","Exmo. Senhor Deputado","JOZIEL FERREIRA CARLOS"
"PROFESSORA DAYANE PIMENTEL","PSL","BA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",348,"Brasília - DF - CEP 70160-900","3215-5348","3215-2348","01","30","dep.professoradayanepimentel@camara.leg.br","PROFESSORA DAYANE PIMENTEL","Exma. Senhora Deputada","DAYANE JAMILLE CARNEIRO DOS SANTOS PIMENTEL"
"PROFESSORA DORINHA SEABRA REZENDE","DEM","TO","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",432,"Brasília - DF - CEP 70160-900","3215-5432","3215-2432","10","01","dep.professoradorinhaseabrarezende@camara.leg.br","PROFESSORA DORINHA SEABRA REZENDE","Exma. Senhora Deputada","MARIA AUXILIADORA SEABRA REZENDE"
"PROFESSORA MARCIVANIA","PCdoB","AP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",338,"Brasília - DF - CEP 70160-900","3215-5338","3215-2338","06","21","dep.professoramarcivania@camara.leg.br","PROFESSORA MARCIVANIA","Exma. Senhora Deputada","MARCIVANIA DO SOCORRO DA ROCHA FLEXA"
"PROFESSORA ROSA NEIDE","PT","MT","T","Câmara dos Deputados, Edifício Anexo","3",", gabinete nº",371,"Brasília - DF - CEP 70160-900","3215-5371","3215-2371","08","08","dep.professorarosaneide@camara.leg.br","PROFESSORA ROSA NEIDE","Exma. Senhora Deputada","ROSA NEIDE SANDES DE ALMEIDA"
"RAFAEL MOTTA","PSB","RN","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",626,"Brasília - DF - CEP 70160-900","3215-5626","3215-2626","08","15","dep.rafaelmotta@camara.leg.br","RAFAEL MOTTA","Exmo. Senhor Deputado","RAFAEL HUETE DA MOTTA"
"RAIMUNDO COSTA","PL","BA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",226,"Brasília - DF - CEP 70160-900","3215-5226","3215-2226","03","09","dep.raimundocosta@camara.leg.br","RAIMUNDO COSTA","Exmo. Senhor Deputado","RAIMUNDO MAGALHÃES COSTA"
"RAUL HENRY","MDB","PE","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",707,"Brasília - DF - CEP 70160-900","3215-5707","3215-2707","06","06","dep.raulhenry@camara.leg.br","RAUL HENRY","Exmo. Senhor Deputado","RAUL JEAN LOUIS HENRY JÚNIOR"
"REGINALDO LOPES","PT","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",426,"Brasília - DF - CEP 70160-900","3215-5426","3215-2426","04","02","dep.reginaldolopes@camara.leg.br","REGINALDO LOPES","Exmo. Senhor Deputado","REGINALDO LÁZARO DE OLIVEIRA LOPES"
"REINHOLD STEPHANES JUNIOR","PSD","PR","S","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",221,"Brasília - DF - CEP 70160-900","3215-5221","3215-2221","07","26","dep.reinholdstephanesjunior@camara.leg.br","REINHOLD STEPHANES JUNIOR","Exmo. Senhor Deputado","REINHOLD STEPHANES JUNIOR"
"REJANE DIAS","PT","PI","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",624,"Brasília - DF - CEP 70160-900","3215-5624","3215-2624","09","04","dep.rejanedias@camara.leg.br","REJANE DIAS","Exma. Senhora Deputada","REJANE RIBEIRO SOUSA DIAS"
"RENATA ABREU","PODE","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",717,"Brasília - DF - CEP 70160-900","3215-5717","3215-2717","04","15","dep.renataabreu@camara.leg.br","RENATA ABREU","Exma. Senhora Deputada","RENATA HELLMEISTER DE ABREU"
"RENILDO CALHEIROS","PCdoB","PE","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",915,"Brasília - DF - CEP 70160-900","3215-5915","3215-2915","04","20","dep.renildocalheiros@camara.leg.br","RENILDO CALHEIROS","Exmo. Senhor Deputado","RENILDO VASCONCELOS CALHEIROS"
"RICARDO BARROS","PP","PR","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",412,"Brasília - DF - CEP 70160-900","3215-5412","3215-2412","11","15","dep.ricardobarros@camara.leg.br","RICARDO BARROS","Exmo. Senhor Deputado","RICARDO JOSÉ MAGALHÃES BARROS"
"RICARDO GUIDI","PSD","SC","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",407,"Brasília - DF - CEP 70160-900","3215-5407","3215-2407","09","28","dep.ricardoguidi@camara.leg.br","RICARDO GUIDI","Exmo. Senhor Deputado","RICARDO ZANATTA GUIDI"
"RICARDO IZAR","PP","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",634,"Brasília - DF - CEP 70160-900","3215-5634","3215-2634","08","01","dep.ricardoizar@camara.leg.br","RICARDO IZAR","Exmo. Senhor Deputado","RICARDO IZAR JUNIOR"
"RICARDO TEOBALDO","PODE","PE","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",603,"Brasília - DF - CEP 70160-900","3215-5603","3215-2603","10","18","dep.ricardoteobaldo@camara.leg.br","RICARDO TEOBALDO","Exmo. Senhor Deputado","RICARDO TEOBALDO CAVALCANTI"
"ROBÉRIO MONTEIRO","PDT","CE","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",733,"Brasília - DF - CEP 70160-900","3215-5733","3215-2733","02","15","dep.roberiomonteiro@camara.leg.br","ROBERIO MONTEIRO","Exmo. Senhor Deputado","MARCOS ROBERIO RIBEIRO MONTEIRO"
"ROBERTO ALVES","REPUBLICANOS","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",946,"Brasília - DF - CEP 70160-900","3215-5946","3215-2946","05","27","dep.robertoalves@camara.leg.br","ROBERTO ALVES","Exmo. Senhor Deputado","BENEDITO ROBERTO ALVES FERREIRA"
"ROBERTO DE LUCENA","PODE","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",235,"Brasília - DF - CEP 70160-900","3215-5235","3215-2235","04","18","dep.robertodelucena@camara.leg.br","ROBERTO DE LUCENA","Exmo. Senhor Deputado","ROBERTO ALVES DE LUCENA"
"ROBERTO PESSOA","PSDB","CE","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",219,"Brasília - DF - CEP 70160-900","3215-5219","3215-2219","05","21","dep.robertopessoa@camara.leg.br","ROBERTO PESSOA","Exmo. Senhor Deputado","ROBERTO SOARES PESSOA"
"RODRIGO AGOSTINHO","PSB","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",801,"Brasília - DF - CEP 70160-900","3215-5801","3215-2801","12","12","dep.rodrigoagostinho@camara.leg.br","RODRIGO AGOSTINHO","Exmo. Senhor Deputado","RODRIGO ANTONIO DE AGOSTINHO MENDONÇA"
"RODRIGO COELHO","PSB","SC","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",329,"Brasília - DF - CEP 70160-900","3215-5329","3215-2329","06","29","dep.rodrigocoelho@camara.leg.br","RODRIGO COELHO","Exmo. Senhor Deputado","RODRIGO COELHO"
"RODRIGO DE CASTRO","PSDB","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",701,"Brasília - DF - CEP 70160-900","3215-5701","3215-2701","07","15","dep.rodrigodecastro@camara.leg.br","RODRIGO DE CASTRO","Exmo. Senhor Deputado","RODRIGO BATISTA DE CASTRO"
"RODRIGO MAIA","DEM","RJ","T","Câmara dos Deputados, Edifício Anexo","0",", gabinete nº",5,"Brasília - DF - CEP 70160-900","3215-5975","3215-2975","06","12","dep.rodrigomaia@camara.leg.br","RODRIGO MAIA","Exmo. Senhor Deputado","RODRIGO FELINTO IBARRA EPITÁCIO MAIA"
"ROGÉRIO CORREIA ","PT","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",614,"Brasília - DF - CEP 70160-900","3215-5614","3215-2614","01","11","dep.rogeriocorreia@camara.leg.br","ROGERIO CORREIA ","Exmo. Senhor Deputado","ROGÉRIO CORREIA DE MOURA BAPTISTA"
